,title,publishers,sheet_music,date,month,day,year,chart
4366,SPLIT THE SEA,(Songs Of Black River -- ASCAP/Blake NeeSmith Publishing Designee -- BMI/Songs Of Gotee -- BMI/Meaux Jeaux Music -- SESAC/Da Bears Da Bears Da Bears Music -- SESAC/Capitol CMG Amplifier -- SESAC),HL,2019-04-13,04,13,2019,CST  43
4367,STAND IN YOUR LOVE,(Bethel Music Publish-ing -- ASCAP/Gateway Music House -- ASCAP/Gateway Create Publishing -- BMI/Essential Music Publishing -- ASCAP/Be Essential Songs -- BMI/Coastal Lyric -- ASCAP/Kindred Joy Music -- BMI),,2019-04-13,04,13,2019,CST   8
4368,STILL FEEL.,(Highfive Publishing -- ASCAP/Brett Kramer Songs -- BMI/Moogley Publishing -- BMI/James Krause Publishing Designee -- BMI/Emiko Bankson Publishing Designee -- BMI/Rachel Kramer Publishing Designee -- BMI),,2019-04-13,04,13,2019,RO  45
4369,SUCKER,(Write Me A Song Publishing -- GMR/Downtown Global Two -- GMR/Songs Of Univer-sal  Inc. -- BMI/Joseph Jonas Publishing -- BMI/Sony/ATV Music Publishing Canada -- SOCAN/Sony/ATV Tunes LLC -- ASCAP/Nick Jonas Pub-lishing -- BMI),HL,2019-04-13,04,13,2019,H100   8
4370,SUGE,(South Coast Music Group -- ASCAP/Jet-sonMade Anotha1 Publishing -- ASACP/Copyright Control),,2019-04-13,04,13,2019,H100  87 ; RBH  32
4371,SUNFLOWER (SPIDER-MAN: INTO THE SPIDER-VERSE),(Songs Of Universal  Inc. -- BMI/Sony/ATV Tunes LLC -- ASCAP/Warner-Tamerlane Publishing Corp. -- BMI/Posty Publishing -- BMI),AMP/HL,2019-04-13,04,13,2019,H100   2 ; RBH   2 ; RS   2
4372,SUPERPOSITION,(Ericc Publishing -- SESAC/Mi Fiammetta Inc. -- SESAC/Jacob Tilley -- SESAC/The Doostzaheh Group -- SESAC/The Jakes -- SESAC/Robot of the Century Tunes -- SESAC/Kobalt Group Music Publishing -- SESAC),,2019-04-13,04,13,2019,RO  15
4373,SURROUNDED (FIGHT MY BATTLES),(UPPER-ROOM -- BMI),,2019-04-13,04,13,2019,CST  49
4374,SWEET BUT PSYCHO,(LiveMadLove -- ASCAP/Artist Publishing Group West -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Cirkut Breaker LLC. -- ASACP/Prescription Songs -- LLC. -- ASCAP/Songs By Cook Classics -- BMI/Artist 101 Publishing Group -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-04-13,04,13,2019,H100  19
4375,SWERVIN,(Artist Dubose Publishing Designee -- ASCAP/HBTL Publishing -- ASCAP/We Got London On Da Track -- BMI/Sony/ATV Songs LLC -- BMI/Eucalipto Music -- ASCAP/Kevin Andre Richardson Publishing Designee -- ASCAP/Sundae Morning LLC -- ASCAP/Daniel Hernandez Publishing Designee -- BMI),HL,2019-04-13,04,13,2019,H100  52 ; RBH  21 ; RS  19
4376,SYMPHONY,(LifeChurch.tv -- ASCAP/ISHYDVON Music -- ASCAP/Penny Farthing Music -- ASCAP/Sony/ATV Allegro -- ASCAP/MBmy Musics -- ASCAP/Papa Lou Music Publishing -- ASCAP/Copyright Control),HL,2019-04-13,04,13,2019,CST  24
4377,TAKI TAKI,(Universal Music Corp. -- ASCAP/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Sony/ATV Ballad -- BMI/DJ Snake Music -- LLC -- SACEM/Quietly Taking Over -- BMI/Kobalt Songs Music Publishing LLC -- ASCAP/Musica de Gaby Publishing -- BMI/SMG Tunes -- ASCAP),AMP/HL,2019-04-13,04,13,2019,DES   5 ; LT   3
4378,TALK,(Thegreatkhalid -- ASCAP/Right Hand Music Group -- ASCAP/All The Noise -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/Universal-PolyGram Int. Tunes  Inc. -- SESAC),HL,2019-04-13,04,13,2019,H100  39 ; RBH  16 ; RBS   2
4379,TALK TO ME,(Tory Lanez Publishing -- BMI/Back Hair Music Publishing -- BMI/Songs Of Universal  Inc. -- BMI/Rich Forever Music Publishing -- BMI/Smash David Publishing -- LLC -- BMI/Future His-tory Music Publishing -- BMI/Gabriel Tavarez Publishing Designee -- ASCAP/Warner-Tamerlane Publishing Corp. -- BMI/Hits Of The Future -- BMI),AMP/HL,2019-04-13,04,13,2019,RBS  12
4380,TALK YOU OUT OF IT,(Relative Music Group -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Who Wants To Buy My Publishing -- ASCAP/WB Music Corp. -- ASCAP/Highly Com-bustible Music -- ASCAP/One77 Songs -- ASCAP/Castle Bound Music  Inc. -- SESAC),AMP,2019-04-13,04,13,2019,CS  18 ; H100  96
4381,TAP,(BMG Gold Songs -- ASCAP/NAV Music Corp. -- ASCAP/London On Da Track -- SESAC/Forever Rich -- ASCAP/WB Music Corp. -- ASCAP/YCFU Inc. -- SOCAN/Universal Music Corp. -- ASCAP/Efeel Music -- ASCAP),AMP/HL,2019-04-13,04,13,2019,RBH  42
4382,TE BOTE,(AH Ent Music Publishing -- ASCAP/La Industria Music Publishing -- SESAC/Hear Rimas Publishing -- ASCAP/Ozuna Worldwide -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/La Verdadera Vuelta -- ASCAP/Nelflow Music -- ASCAP/White House Records -- ASCAP/YMV Music -- BMI/Universal Musica Unica Pub-lishing -- BMI),HL,2019-04-13,04,13,2019,LT   7
4383,TELL ME WHERE IT HURTS,(Jovan Dawkins Publishing Designee -- BMI/F Hammond Music Publishing -- BMI),,2019-04-13,04,13,2019,GS  20
4384,TEQUILA,(WB Music Corp. -- ASCAP/Beats And Banjos -- ASCAP/Buckeye26 -- ASCAP/Jreynmusic -- ASCAP/Warner-Tamerlane Publishing Corp. -- BMI/A Girl Named Charlie -- BMI),AMP,2019-04-13,04,13,2019,CS   2 ; H100  50
4385,TE ROBARE,(Fenix Publishing -- SESAC/Sony/ATV Sounds LLC -- SESAC/La Industria Music Publishing -- SESAC/Ozuna Worldwide -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Music Good Vibes Publishing -- BMI/WB Music Corp. -- ASCAP/Jedy Squat Music -- ASCAP/Warner-Tamerlane Publishing Corp. -- BMI/Musica de Gaby Publishing -- BMI/Editora Star Island -- ASCAP),AMP/HL,2019-04-13,04,13,2019,LT  11
4386,TE VI,(Big Ligas TDH Publishing -- ASCAP/On The Drums Publishing -- ASCAP/Kristoman Publishing -- ASCAP/Warner Chappell Music France -- SACM),AMP,2019-04-13,04,13,2019,LT  35
4387,THANK U NEXT,(Universal Music Corp. -- ASCAP/GrandAriMusic -- ASCAP/Taylor Monet Music -- BMI/Victoria Monet McCants Music -- ASCAP/Songs Of Avex -- ASCAP/District 4-12 -- ASCAP/Avex Music Publishing -- ASCAP),HL,2019-04-13,04,13,2019,H100  24
4388,THAT OLD TRUCK,(EMI Blackwood Music Inc. -- BMI/Cricket On The Line -- BMI/Music Of Big Family -- BMI/Dragon Bunny Music -- BMI/Lama Town Music -- BMI/Write Me A Song Publishing -- GMR/Downtown Global Two -- GMR),AMP/HL,2019-04-13,04,13,2019,CS  36
4389,THERE WAS THIS GIRL,(Riley Green Publishing Designee -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Peermusic III -- Ltd. -- BMI/Tawnes Van Hawke Publishing -- BMI),,2019-04-13,04,13,2019,CS  14 ; H100  75
4390,THINK ABOUT YOU,(Warner-Tamerlane Pub-lishing Corp. -- BMI/House Of Artemis -- BMI/Sis ‘N Bro Music Compnay -- ASCAP/Carlin Music America  Inc. -- ASCAP/Patrick Martin Publishing -- ASCAP/Universal Music Corp. -- ASCAP/A Dog Ran Over My Shoulder -- ASCAP/Big Deal Notes -- ASCAP),AMP,2019-04-13,04,13,2019,DES  14
4391,THIS FEELING,(Nice Hair Publishing -- ASCAP/Sony/ATV Allegro -- ASCAP/Sony/ATV Ballad -- BMI/Havenwood House -- ASCAP/Prescription Songs -- LLC. -- ASCAP/Kobalt Songs Music Pub-lishing LLC -- ASCAP),HL,2019-04-13,04,13,2019,DES   6
4392,THIS IS A MOVE,(Tasha Cobbs Music Group -- ASCAP/Meadowgreen Music Company -- ASCAP/Capitol CMG Genesis -- ASCAP/Brandon Lake Music -- ASCAP/Bethel Music Publishing -- ASCAP/Bethel Worship Publishing -- BMI/Tony Brown Publishing Designee -- BMI/Mouth Of The River Music -- BMI),HL,2019-04-13,04,13,2019,GS  13
4393,THIS IS IT,(Dagum Music -- BMI/Austintatious Tunes -- BMI/Spirit Two Nashville -- ASCAP/Fluid Tunes -- ASCAP/Smackville Music -- ASCAP/Smack Songs LLC -- ASCAP/Ice House Tunes -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-04-13,04,13,2019,H100  89
4394,THOTIANA,(Copyright Control),,2019-04-13,04,13,2019,H100  13 ; RBH   6 ; RS   6
4395,TILL I FOUND YOU,(Capitol CMG Genesis -- ASCAP/Phil Wickham Music -- BMI/Simply Global Songs -- BMI/The Worship Society -- SESAC/Sing My Songs -- BMI/Integrity’s Alleluia! Music -- SESAC),HL,2019-04-13,04,13,2019,CST  18
4396,TIME MACHINE,(Three Oh One Productions -- BMI/Sony/ATV Ballad -- BMI),HL,2019-04-13,04,13,2019,RO  42
4397,TO A T,(Universal Music Corp. -- ASCAP/Lake Allegan Pub Club -- ASCAP/Red Like The Sunset Music -- ASCAP/Spicer And Everyting Nicer -- ASCAP/Ole Red Cape Songs -- ASCAP/Big Music Machine -- BMI/Never Veltz So Good Publishing -- BMI),HL,2019-04-13,04,13,2019,CS  41
4398,TODA,(Not Listed),,2019-04-13,04,13,2019,LT  50
4399,A TRAVES DEL VASO,(Arpa Musical -- LLC -- BMI/Universal Music - Careers -- BMI/Plata Music Publishing -- BMI),HL,2019-04-13,04,13,2019,LT  15
4400,TREAT YOU BETTER,(Songs Of Kobalt Music Publishing America  Inc. -- BMI/BMG Platinum Songs -- BMI/Sony/ATV Songs LLC -- BMI/Sony/ATV Music Publishing UK Ltd -- PRS),HL,2019-04-13,04,13,2019,DES  31
4401,TRY,(Ruthie’s Babe -- BMI),,2019-04-13,04,13,2019,GS  22
4402,TWERK,(Draft Day Pick -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Take Fo Publishing -- BMI/Rico Love Is The Best Rapper Alive -- SESAC/W.B.M. Music Corp. -- SESAC/Washpoppin  Inc. -- ASCAP/Sony/ATV Allegro -- ASCAP),AMP/HL,2019-04-13,04,13,2019,H100  83 ; RBH  31
4403,UCLA,(Turtle Ate My Homeworks -- BMI/KMR II GT Publishing Limited -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/you:made publishing -- KODA/These Are Pulse Songs -- BMI/Rex Kudo Publishing Designee -- ASCAP/For You Smokes -- ASCAP/Brought To You By Heavy Duty -- ASCAP),,2019-04-13,04,13,2019,DES  25
4404,UN ANO,(Universal Musica  Inc. -- ASCAP/WB Music Corp. -- ASCAP),AMP/HL,2019-04-13,04,13,2019,LT  32
4405,UNDECIDED,(Songs Of Universal  Inc. -- BMI/Cul-ture Beyond Ur Experience Publishing -- BMI/Red Smoke Publishing B.V. -- ASCAP/CTM Publishing BV -- BUMA/Imagem Music LLC -- BUMA/Straight From The Art Music -- BMI/Beaming Music Worldwide -- BMI/Songs Of Stone Buddah -- BMI/BMG Platinum Songs -- BMI/Troika Works Music -- BMI/Sony/ATV Tunes LLC -- ASCAP/WB Music Corp. -- ASCAP),AMP/HL,2019-04-13,04,13,2019,RBH  44 ; RBS   6
4406,UNDRUNK,(Cari Fletcher Publishing Designee -- BMI/Kenny + Betty Tunes -- ASCAP/Snapped Back Songs -- ASCAP/Artist Publishing Group West -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Tim Sommers Publishing Designee -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/WB Music Corp. -- ASCAP/Kinetics & One Love -- ASCAP/BMG Gold Songs -- ASCAP/Bhamboo Music Publishing -- ASCAP),AMP,2019-04-13,04,13,2019,H100  77
4407,UNPLANNED,(Not Listed),,2019-04-13,04,13,2019,CST  27
4408,UNSTOPPABLE,(Yoga Flames Music -- BMI/Jan-ice Combs Publishing  Inc. -- BMI/EMI Blackwood Music Inc. -- BMI/Madar Enterainment -- LLC -- ASCAP/Robert D. Reese Publishing Designee -- BMI),HL,2019-04-13,04,13,2019,GS  11
4409,VAS A ESTAR BIEN,(Dulce Maria Music -- LLC -- SESAC),,2019-04-13,04,13,2019,LT  31
4410,VERTE IR,(RSM Publishing -- ASCAP/Brytiago Publishing -- BMI/La Verdadera Vuelta -- ASCAP/Gazmey Music Publishing -- ASCAP/Sony/ATV Sounds LLC -- SESAC/La Industria Music Publish-ing -- SESAC/HTM Music Publishing -- BMI/Editora De Musica Los Mambo Kingz -- ASCAP/Songs Of LVS Music Publishing -- BMI/Hear Rimas Publish-ing -- ASCAP),HL,2019-04-13,04,13,2019,LT  17
4411,VICTORY,(23000 Music Publishing -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-04-13,04,13,2019,GS   3
4412,VICTORY LAP,(Ermias Asghedom Publishing Designee -- BMI/Sound Of Pioneer -- ASCAP/Amaire Carter Johnson Publishing Designee -- ASCAP/Universal Music Corp. -- ASCAP/EMI Music Publishing Ltd. -- PRS),HL,2019-04-13,04,13,2019,RBH  50
4413,WAITING,(Dollyologyworld LLC -- BMI/By Any Means Necessary Entertainment -- BMI),,2019-04-13,04,13,2019,GS  23
4414,WAKE UP,(Sony/ATV Ballad -- BMI/Travis Scott Music -- BMI/KMR Music Royalties II SCSp -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/EMI April Music  Inc. -- ASCAP/EMI Music Publishing Ltd. -- PRS/Nyankingmmusic Inc. -- SOCAN/Sony/ATV Tunes LLC -- ASCAP/Shay Noelle Publishing -- ASCAP/Nima Jahabin Publishing Designee -- BMI/Paimon Jahanbin Publishing Designee -- BMI/Papa George Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Kingsway Records Inc -- SOCAN),AMP/HL,2019-04-13,04,13,2019,RBS  19
4415,WALK ME HOME,(EMI Blackwood Music Inc. -- BMI/P!nk Inside Publishing -- BMI/Scott Harris Publishing -- BMI/Warner-Tamerlane Publish-ing Corp. -- BMI/WB Music Corp. -- ASCAP/FBR Music -- ASCAP/Bearvon Music -- ASCAP),AMP/HL,2019-04-13,04,13,2019,H100  80
4416,WELL DONE,(Simply Complex Songs -- SESAC/So Essential Tunes -- SESAC/The Secret Parade -- SESAC/Songs From The Indigo Room -- SESAC/Fellow Ships Music -- SESAC),,2019-04-13,04,13,2019,CST  19
4417,WEST COAST,(G-Eazy Publishing -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/Cody Paablito Publish-ing -- ASCAP/Jonathan Porter Publishing Des-ignee -- ASCAP/Ali Malik Publishing Designee -- BMI/Syblesons Music -- BMI),HL,2019-04-13,04,13,2019,RBH  37
4418,WHAT HAPPENS IN A SMALL TOWN,(Warner-Tamerlane Publishing Corp. -- BMI/Indi-ana Angel Music -- BMI/Ritten by Rhettro -- BMI/Don’t Be A Gypsy -- BMI/Revelry Music -- BMI/Badlandsmgmt -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),AMP,2019-04-13,04,13,2019,CS  33
4419,WHAT I LIKE ABOUT YOU,(WB Music Corp. -- ASCAP/Universal Songs Of PolyGram Inter-national  Inc. -- BMI/Lene Dissing Publishing Designee -- BMI),,2019-04-13,04,13,2019,DES  36
4420,WHEN THE PARTY’S OVER,(Last Frontier -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-04-13,04,13,2019,H100  29
4421,WHILE I WAIT,(Integrity’s Praise! Music -- BMI/Worldwide Echoes Publishing -- BMI/Capitol CMG Paragon -- BMI),HL,2019-04-13,04,13,2019,CST  36
4422,WHISKEY GLASSES,(Warner-Tamerlane Pub-lishing Corp. -- BMI/Mr. Buck Lucky -- BMI/Bump Into Genius Music -- BMI/Sony/ATV Allegro -- ASCAP/Over-Thought Under-Appreciated Songs -- ASCAP/Rezven Music -- ASCAP/Moving Targest In The Dark -- ASCAP),AMP/HL,2019-04-13,04,13,2019,CS   8 ; H100  67
4423,WHO DO YOU LOVE,(Nice Hair Publishing -- ASCAP/Sony/ATV Allegro -- ASCAP/Crow’s Tree Publishing -- BMI/Songs Of Kobalt Music Publish-ing America  Inc. -- BMI/Eastman Pond Publishing -- BMI/Sony/ATV Ballad -- BMI/Lion’s Key Publish-ing -- BMI/Songs Of Universal  Inc. -- BMI/Sony/ATV Songs LLC -- BMI/Sony/ATV Allegro (Aus-tralia) Pty LTD -- APRA/Reservoir Media Music -- ASCAP/The Orphanage LLC -- ASCAP/Downtown Trevor Brown -- ASCAP/Quest Da Stars -- ASCAP),HL,2019-04-13,04,13,2019,DES   4 ; H100  56
4424,WHOLE HEART (HOLD ME NOW),(Hillsong Music Publishing Australia -- APRA/Capitol CMG Paragon -- BMI),HL,2019-04-13,04,13,2019,CST  25
4425,WHO YOU SAY I AM,(Hillsong Music Publishing Australia -- APRA/Capitol CMG Paragon -- BMI),HL,2019-04-13,04,13,2019,CST   3
4426,WISH YOU WERE GAY,(Last Frontier -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/DRUP -- ASCAP/Universal Music Corp. -- ASCAP),HL,2019-04-13,04,13,2019,H100  31
4427,WITH LIFTED HANDS,(Songs Of Emack -- ASCAP/Universal Music - Brentwood Benson Publishing -- ASCAP/Capitol CMG Genesis -- ASCAP/Goes Something Like THIS Music -- BMI/Chris Stevens Publishing Designee -- BMI/War-ner-Tamerlane Publishing Corp. -- BMI),,2019-04-13,04,13,2019,CST  22
4428,WITHOUT ME,(Sony/ATV Tunes LLC -- ASCAP/17Black Music -- BMI/Songs Of Universal  Inc. -- BMI/Reservoir Media Management  Inc. -- BMI/Universal Music - Z Tunes LLC. -- ASCAP/Delacey Music -- BMI/Tennman Tunes -- ASCAP),HL,2019-04-13,04,13,2019,H100   5
4429,WON’T HE DO IT,(SONGSBYMAK -- BMI/Janice Combs Publishing  Inc. -- BMI/EMI Blackwood Music Inc. -- BMI/Nieze World Music -- BMI/Sony/ATV Songs LLC -- BMI/One Dynasty Music -- ASCAP/Sony/ATV Tunes LLC -- ASCAP),HL,2019-04-13,04,13,2019,GS   2
4430,WORLD FOR TWO,(EMI Blackwood Music Inc. -- BMI/Plain Jane Songs -- BMI/Rezolant Music -- BMI/Anderson Fork In The Road Music -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Smackville Music -- ASCAP/Smack Songs LLC -- ASCAP/Lets Get Brunch Publishing -- BMI/Artist 101 Publishing Group -- BMI),HL,2019-04-13,04,13,2019,CS  49
4431,WORTH IT,(Osiris William Publishing Designee -- ASCAP/Copyright Control/City Lake Music -- ASCAP/IMG City Lake Music -- SESAC/Taz Taylor Beats -- BMI/K. Candilora -- BMI/Artist Publishing Group West -- ASCAP/Kobalt Songs Music Pub-lishing LLC -- ASCAP),,2019-04-13,04,13,2019,H100  60 ; RBH  24 ; RS  23
4432,WOW.,(Posty Publishing -- BMI/Songs Of Univer-sal  Inc. -- BMI/Sony/ATV Tunes LLC -- ASCAP/WMMW -- ASCAP),HL,2019-04-13,04,13,2019,H100   4 ; RBH   3 ; RS   3
4433,XANNY,(Universal Music Corp. -- ASCAP/DRUP -- ASCAP/Last Frontier -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),HL,2019-04-13,04,13,2019,H100  35
4434,YES I WILL,(HBC Worship Music -- ASCAP/Jingram Msuic Publishing -- ASCAP/All Essential Music -- ASCAP/Upside Down Under -- BMI/Be Essential Songs -- BMI/Hickory Bill Doc -- SESAC/So Essential Tunes -- SESAC),,2019-04-13,04,13,2019,CST  46
4435,YOU,(Nicole Bus Publishing Designee -- BUMA/NeedlzFor Dry Rain -- Entertainment -- ASCAP/Universal Music Corp. -- ASCAP/Rodney Myers Publishing Designee -- BMI/Dominic Gordon Publishing Designee -- ASCAP/TL Cross Publish-ing Designee -- ASCAP/Irving Music  Inc. -- BMI),HL,2019-04-13,04,13,2019,RBS  16
4436,YOUNGBLOOD,(EMI April Music  Inc. -- ASCAP/Andrew Watt Music -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Reservoir 416 -- BMI/Sony/ATV Allegro (Australia) Pty LTD -- APRA),HL,2019-04-13,04,13,2019,H100  40
4437,YOU’RE DOING IT ALL AGAIN,(UKnowIt2 -- BMI/JustColeAlwaysMusic -- BMI),,2019-04-13,04,13,2019,GS  16
4438,YOU’RE SORRY,(New Trend Sounds -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-04-13,04,13,2019,DES  28
4439,YOU’RE THE ONE,(Lava Publishing -- LLC -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-04-13,04,13,2019,RO  36
4440,YOU SAY,(See You At The Pub -- SESAC/Centric-Songs -- SESAC/Capitol CMG Amplifier -- SESAC/So Essential Tunes -- SESAC/Fellow Ships Music -- SESAC/Flychild Publishing -- SESAC),HL,2019-04-13,04,13,2019,CST   1 ; H100  32
4441,YOU SHOULD SEE ME IN A CROWN,(Last Frontier -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/DRUP -- ASCAP/Universal Music Corp. -- ASCAP),HL,2019-04-13,04,13,2019,H100  41
4442,ZEZE,(Not Listed),,2019-04-13,04,13,2019,H100  49 ; RBH  20 ; RS  18
4444,100 BAD DAYS,(AMAB Songs -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-04-20,04,20,2019,RO  11
4445,11 MINUTES,(Locomotion Music Publishing -- PRS/BMG Rights Management (UK) Ltd. -- PRS/Schwartz Music Publishing -- PRS/Destined Songs -- PRS/Universal Music Publishing Ltd. (UK) -- PRS),HL,2019-04-20,04,20,2019,RO   9
4446,365,(Zedd Music Empire -- ASCAP/Universal Music Corp. -- ASCAP/When I’m Rich You’ll Be My Bitch -- ASCAP/WB Music Corp. -- ASCAP/Spirit B-Unique JV -- SARL/Spirit Two Music Inc. -- ASCAP/Reservoir Media Music -- ASCAP/Reverb Music Ltd -- ASCAP/Kobalt Songs Music Publish-ing LLC -- ASCAP/Waterfall Music -- ASCAP),AMP/HL,2019-04-20,04,20,2019,DES   7
4447,7 RINGS,(Universal Music Corp. -- ASCAP/Gran-dAriMusic -- ASCAP/Victoria Monet McCants Music -- ASCAP/Taylor Monet Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/OWSLA TRAX -- ASCAP/Avex Music Publishing Inc. -- KOMA/District 4-12 -- ASCAP),AMP/HL,2019-04-20,04,20,2019,H100   4
4448,99,(Songs Of SMP -- ASCAP/Sony/ATV Tunes LLC -- ASCAP),HL,2019-04-20,04,20,2019,RO  38
4449,ACT UP,(City Girl JT Music Publishing -- ASCAP/Quality Control QC Pro -- ASCAP/Boat Boy’s Pub-lishing LLC -- BMI/Songs Of Universal  Inc. -- BMI/Earl Bynum Publishing Designee -- BMI),HL,2019-04-20,04,20,2019,H100  40 ; RBH  16 ; RS  14
4450,ADAN Y EVA,(Big Ligas TDH Publishing -- ASCAP/Kristoman Publishing -- ASCAP/On The Drums Publishing -- ASCAP),,2019-04-20,04,20,2019,LT  38
4451,ADICTIVA,(Los Cangris Publishing -- ASCAP/WB Music Corp. -- ASCAP/Jedy Squat Music -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-04-20,04,20,2019,LT  19
4452,AIN’T NO GRAVE (LIVE),(Bethel Music Publish-ing -- ASCAP),,2019-04-20,04,20,2019,CST  46
4453,ALIVE,(Fellow Ships Music -- SESAC/So Essential Tunes -- SESAC/Hickory Bill Doc -- SESAC/Anthems Of Hope -- BMI/Be Essential Songs -- BMI/Weste-ria Drive -- BMI),,2019-04-20,04,20,2019,CST  20
4454,ALIVE,(Thegreatkhalid -- ASCAP/Right Hand Music Group -- ASCAP/All The Noise -- ASCAP/Sony/ATV Songs LLC -- BMI/EMI Pop Music Publishing -- GMR/Olney Songs -- GMR/Under Warrenty Pub-lishing -- BMI/Where Da Kasz At -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Jon Hoskins Publishing Deisgnee -- BMI/John Blanda Publishing Designee -- BMI),HL,2019-04-20,04,20,2019,RBS  22
4455,ALL DAY AND NIGHT,(Kobalt Songs Music Publishing LLC -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/BMG Gold Songs -- ASCAP/WB Music Corp. -- ASCAP),AMP/HL,2019-04-20,04,20,2019,DES  31
4456,ALL THE GOOD GIRLS GO TO HELL,(Universal Music Corp. -- ASCAP/DRUP -- ASCAP/Last Frontier -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),HL,2019-04-20,04,20,2019,H100  92
4457,ALL TO MYSELF,(Beats And Banjos -- ASCAP/WB Music Corp. -- ASCAP/Shay Mooney Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/A Girl Named Charlie -- BMI/Buckeye26 -- ASCAP/Jreynmusic -- ASCAP),AMP,2019-04-20,04,20,2019,CS  24
4458,ALMOST (SWEET MUSIC),(Sony/ATV Songs LLC -- BMI/Sony/ATV Music Allegro (UK) -- PRS/The Evolving Music Company -- Ltd. -- PRS),HL,2019-04-20,04,20,2019,RO  20
4459,AMANECE,(Not Listed),,2019-04-20,04,20,2019,LT  14
4460,AMOR ENTERRADO,(I Love Amiguita  Inc. -- ASCAP/Universal Musica Unica Publishing -- BMI/Heart Soul & Guts Music -- BMI/Songs Of Mayimba -- BMI/Songs Of Phil Hrmonik -- BMI),HL,2019-04-20,04,20,2019,LT  45
4461,ANOTHER IN THE FIRE,(Hillsong Music Publish-ing Australia -- APRA/Capitol CMG Paragon -- BMI),HL,2019-04-20,04,20,2019,CST  26
4462,ARE YOU BORED YET?,(Orange Lights Music -- BMI/Sony/ATV Ballad -- BMI/Domino Twenty Six -- BMI/Dude Wy Are You Dressed -- BMI/Claire Cot-trill Publishing Designee -- BMI),HL,2019-04-20,04,20,2019,RO  34
4463,AS YOU FIND ME,(Hillsong Music Publishing Australia -- APRA/Capitol CMG Paragon -- BMI),HL,2019-04-20,04,20,2019,CST  39
4464,AULLANDO,(Sony/ATV Latin Music Publishing -- LLC -- BMI/Yele Publishing -- BMI/La Leyenda Publishing -- BMI/I Love Amiguita  Inc. -- ASCAP/Universal Musica  Inc. -- ASCAP/EMI April Music  Inc. -- ASCAP/WB Music Corp. -- ASCAP/Jedy Squat Music -- ASCAP/Azul Siete MusicASCAP/Musica de Gaby Publishing -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Purplesoulmu-sicpublishing -- ASCAP),,2019-04-20,04,20,2019,LT  13
4465,BABY SHARK,(SmartStudy Music -- BMI),,2019-04-20,04,20,2019,H100  42
4466,BACK TO LIFE,(W.B.M. Music Corp. -- SESAC/Bennett’s Dad’s Songs -- SESAC/Songs Of Rhythm House Black -- SESAC/Niko Moon Publishing -- SESAC/Roc Nation US Music -- SESAC/Shay Mooney Music -- BMI/Warner-Tamerlane Publish-ing Corp. -- BMI/Farm Thang Music -- BMI/Me Gusta Music -- BMI),AMP,2019-04-20,04,20,2019,CS  47
4467,BAD GUY,(Universal Music Corp. -- ASCAP/DRUP -- ASCAP/Last Frontier -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),HL,2019-04-20,04,20,2019,H100  11
