,title,publishers,sheet_music,date,month,day,year,chart
1453,WASTE IT ON ME,(Pillowface Publishing -- ASCAP/WB Music Corp. -- ASCAP/Halatrax Music -- ASCAP/Prescription Songs -- LLC. -- ASCAP/Jerry The Dog Music -- BMI/Where Da Kasz At -- BMI/BMG Platinum Songs -- BMI/Pulse Ventures -- BMI/BRRCOFFEE -- BMI/Michael Gazzo Publishing Designee -- BMI/EMI Blackwood Music Inc. -- BMI/Master Falcon Music -- LLC -- BMI/Big Hit Enterain-ment -- KOMCA),AMP/HL,2019-02-02,02,02,2019,DES  20
1454,WELL DONE,(Simply Complex Songs -- SESAC/So Essential Tunes -- SESAC/The Secret Parade -- SESAC/Songs From The Indigo Room -- SESAC/Fellow Ships Music -- SESAC),,2019-02-02,02,02,2019,CST  25
1455,WHAT HAPPENS IN A SMALL TOWN,(Warner-Tamerlane Publishing Corp. -- BMI/Indi-ana Angel Music -- BMI/Ritten by Rhettro -- BMI/Don’t Be A Gypsy -- BMI/Revelry Music -- BMI/Badlandsmgmt -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),AMP,2019-02-02,02,02,2019,CS  40
1456,WHAT MAKES YOU COUNTRY,(Sony/ATV Tree Publishing -- BMI/Peanut Mill Songs -- BMI/Round Hill Compositions -- BMI/Natalia’s Music Money -- BMI/Combustion Engine Music -- ASCAP/WB Music Corp. -- ASCAP/Sadie’s Favorite Songs -- ASCAP),AMP/HL,2019-02-02,02,02,2019,CS  11 ; H100  70
1457,WHAT WHISKEY DOES,(EMI Blackwood Music Inc. -- BMI/Little Britches Music -- BMI/Gattis Music -- BMI/Rezonate Music -- ASCAP/BMG Gold Songs -- ASCAP/BIRB Music -- ASCAP),AMP/HL,2019-02-02,02,02,2019,CS  47
1458,WHEN LEGENDS RISE,(Meeengya Music -- ASCAP/BMG Gold Songs -- ASCAP/WB Music Corp. -- ASCAP),AMP,2019-02-02,02,02,2019,RO  20
1459,WHEN THE PARTY’S OVER,(Last Frontier -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-02-02,02,02,2019,H100  87
1460,WHEN THE SEASONS CHANGE,(I’m Ghost Moody Music -- BMI/Off The Hook Music -- BMI/You’re Killing Your Father Larry Music -- BMI/Te Waza Music -- BMI/GumpofWump  Inc. -- ASCAP/Kobalt Music Publishing -- SOCAN),,2019-02-02,02,02,2019,RO  35
1461,WHERE’S THE CATCH,(Sony/ATV Music Pub-lishing UK Ltd -- PRS/BMG Platinum Songs -- BMI/Myriam Francis Publishing Designee -- ASCAP/WB Music Corp. -- ASCAP/EMI Robbins Catalog  Inc. -- ASCAP),AMP/HL,2019-02-02,02,02,2019,DES  36
1462,WHISKEY GLASSES,(Warner-Tamerlane Pub-lishing Corp. -- BMI/Mr. Buck Lucky -- BMI/Bump Into Genius Music -- BMI/Sony/ATV Allegro -- ASCAP/Over-Thought Under-Appreciated Songs -- ASCAP/Rezven Music -- ASCAP/Moving Targest In The Dark -- ASCAP),AMP/HL,2019-02-02,02,02,2019,CS  27
1463,WHOA (MIND IN AWE),(Bad Vibes Forever Publishing -- ASCAP/Cunningham And Cheese -- ASCAP/Soukiasyan Publishing -- BMI),,2019-02-02,02,02,2019,RBS  12
1464,WHO DO YOU TRUST?,(Meat Locker Publishing -- ASCAP/So Many Names Music -- ASCAP/Red Beard Black Ink Publishing -- BMI/Songs Of Reach Music -- BMI/BMG Platinum Songs -- BMI),,2019-02-02,02,02,2019,RO  28
1465,WHOLE HEART (HOLD ME NOW),(Hillsong Music Publishing Australia -- APRA/Capitol CMG Paragon -- BMI),HL,2019-02-02,02,02,2019,CST  27
1466,WHO YOU SAY I AM,(Hillsong Music Publishing Australia -- APRA/Capitol CMG Paragon -- BMI),HL,2019-02-02,02,02,2019,CST   2
1467,WITHOUT ME,(Sony/ATV Tunes LLC -- ASCAP/17Black Music -- BMI/Songs Of Universal  Inc. -- BMI/Reservoir Media Management  Inc. -- BMI/Copyright Control/Universal Music - Z Tunes LLC. -- ASCAP),HL,2019-02-02,02,02,2019,H100   2
1468,WITH YOU,(Beyondidolization -- SESAC/Universal Tunes -- SESAC/Mustard On The Beat Publishing -- BMI/Songs Of Roc Nation Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Prolific Vision LLC -- ASCAP/Rondor Music -- ASCAP/Almo Music Corp. -- ASCAP/IMA KILL IT MUSIC -- ASCAP),AMP/HL,2019-02-02,02,02,2019,RBS  21
1469,WON’T HE DO IT,(SONGSBYMAK -- BMI/Janice Combs Publishing  Inc. -- BMI/EMI Blackwood Music Inc. -- BMI/Nieze World Music -- BMI/Sony/ATV Songs LLC -- BMI/One Dynasty Music -- ASCAP/Sony/ATV Tunes LLC -- ASCAP),HL,2019-02-02,02,02,2019,GS   2
1470,WORST NITES,(These Are Pulse Songs -- BMI/Powerteam Ton Songs -- BMI/CG Borns -- BMI/Write Me A Song Publishing -- GMR/Downtown Copyright Management -- GMR/Smims Coffee And Tea Music Publishing -- BMI/Sony/ATV Songs LLC -- BMI),HL,2019-02-02,02,02,2019,RO  18
1471,WOW.,(Posty Publishing -- BMI/Songs Of Univer-sal  Inc. -- BMI/Sony/ATV Tunes LLC -- ASCAP/WMMW -- ASCAP),HL,2019-02-02,02,02,2019,H100   8 ; RBH   3 ; RS   3
1472,X,(Sony/ATV Sounds LLC -- SESAC/La Industria Music -- ASCAP/Universal Musica Unica Publish-ing -- BMI/Universal Music Columbia S.A.S. -- SAYCO/Musical All Star -- BUMA/WB Music Corp. -- ASCAP/BMG Sapphire Songs -- BMI/These Are Pulse Songs -- BMI),AMP/HL,2019-02-02,02,02,2019,LT  10
1473,YA NO TIENE NOVIO,(EMI April Music  Inc. -- ASCAP/EMI Blackwood Music Inc. -- BMI/Sony/ATV Discos Music Publishing LLC -- ASCAP/Uni-versal Musica Unica Publishing -- BMI/WB Music Corp. -- ASCAP/Sony/ATV Bailar -- BMI/Copyright Control/Black Koi Entertainment LLC -- ASCAP),AMP/HL,2019-02-02,02,02,2019,LT  41
1474,YOSEMITE,(Sony/ATV Ballad -- BMI/Travis Scott Music -- BMI/Sergio Kitchens Publishing Des-ignee -- ASCAP/BMG Gold Songs -- ASCAP/NAV Music Corp. -- ASCAP/Think It’s A Game Enter-tainment -- BMI/Turbo The Great -- BMI/Streamcut Media -- BMI/713 Media Publishing -- BMI),HL,2019-02-02,02,02,2019,H100  74 ; RBH  36
1475,YOU,(Nicole Bus Publishing Designee -- BUMA/NeedlzFor Dry Rain -- Entertainment -- ASCAP/Universal Music Corp. -- ASCAP/Rodney Myers Publishing Designee -- BMI/Dominic Gordon Publishing Designee -- ASCAP/TL Cross Publish-ing Designee -- ASCAP/Irving Music  Inc. -- BMI),HL,2019-02-02,02,02,2019,RBS  23
1476,YOU,(The Unorthodox Elite -- ASCAP),,2019-02-02,02,02,2019,H100  67 ; RBH  33 ; RBS   6
1477,YOUNGBLOOD,(EMI April Music  Inc. -- ASCAP/Andrew Watt Music -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Reservoir 416 -- BMI/Sony/ATV Allegro (Australia) Pty LTD -- APRA),HL,2019-02-02,02,02,2019,H100  17
1478,YOU’RE SOMEBODY ELSE,(CMG Hlding AB -- STIM),,2019-02-02,02,02,2019,RO   5
1479,YOU’RE THE ONE,(Lava Publishing -- LLC -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-02-02,02,02,2019,RO  12
1480,YOU SAY,(See You At The Pub -- SESAC/Centric-Songs -- SESAC/Capitol CMG Amplifier -- SESAC/So Essential Tunes -- SESAC/Fellow Ships Music -- SESAC/Flychild Publishing -- SESAC),HL,2019-02-02,02,02,2019,CST   1 ; H100  39
1481,ZERO,(Wonderland Music Company  Inc. -- BMI/Songs Of Universal  Inc. -- BMI/EMI Pop Music Publishing -- GMR/Songs For KIDinaKORNER -- BMI/Imagine Dragons Publishing -- BMI),HL,2019-02-02,02,02,2019,RO  21
1482,ZEZE,(Not Listed),,2019-02-02,02,02,2019,H100  12 ; RBH   5 ; RS   5
1484,200 MPH,(RSM Publishing -- ASCAP/I Like Turtles Music -- ASCAP/KMR Music Royalties II SCSp -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-02-09,02,09,2019,LT  37
1485,2021,(Neon Reggae Co-Op City -- ASCAP/Medium Inc. -- JASRAC/Nichion Inc. -- JASRAC/Wixen Music Publishing Inc. -- ASCAP),,2019-02-09,02,09,2019,RO  38
1486,7 RINGS,(Universal Music Corp. -- ASCAP/Gran-dAriMusic -- ASCAP/Victoria Monet McCants Music -- ASCAP/Taylor Monet Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/OWSLA TRAX -- ASCAP/Avex Music Publishing Inc. -- KOMA/District 4-12 -- ASCAP),AMP/HL,2019-02-09,02,09,2019,H100   1
1487,99,(Songs Of SMP -- ASCAP/Sony/ATV Tunes LLC -- ASCAP),HL,2019-02-09,02,09,2019,RO  26
1488,ADAN Y EVA,(Big Ligas Publishing -- ASCAP/Kristoman Publishing -- ASCAP/On The Drums Publishing -- ASCAP),,2019-02-09,02,09,2019,LT  29
1489,ADICTIVA,(Los Cangris Publishing -- ASCAP/WB Music Corp. -- ASCAP/Jedy Squat Music -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-02-09,02,09,2019,LT  10
1490,ADICTO,(Planet Royce Publishing -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Sony/ATV Latin Music Publishing -- LLC -- BMI/Raka Music Publishing -- BMI/Peermusic III -- Ltd. -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Patrick Ingunza Music LLC -- BMI/Sony/ATV Tunes LLC -- ASCAP/Dice World Publishing -- BMI),AMP/HL,2019-02-09,02,09,2019,LT  41
1491,AEROLINEA CARRILLO,(BMG Platinum Songs -- BMI/BMG Gold Songs -- ASCAP/DEL Melodies -- BMI/DEL World Songs -- ASCAP),,2019-02-09,02,09,2019,LT  28
1492,AIN’T NO GRAVE (LIVE),(Bethel Music Publish-ing -- ASCAP),,2019-02-09,02,09,2019,CST  27
1493,ALL OF MY LIFE,(The Book Productions LLC -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/Campbell Kids Publishing -- ASCAP/WB Music Corp. -- ASCAP/That’s Plum Song -- ASCAP),AMP/HL,2019-02-09,02,09,2019,GS  13
1494,ALL TO MYSELF,(Beats And Banjos -- ASCAP/WB Music Corp. -- ASCAP/Shay Mooney Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/A Girl Named Charlie -- BMI/Buckeye26 -- ASCAP/Jreynmusic -- ASCAP),AMP,2019-02-09,02,09,2019,CS  47
1495,ALMOST (SWEET MUSIC),(Sony/ATV Songs LLC -- BMI/Sony/ATV Music Allegro (UK) -- PRS/The Evolving Music Company -- Ltd. -- PRS),HL,2019-02-09,02,09,2019,RO  30
1496,AMANECE,(Not Listed),,2019-02-09,02,09,2019,LT  20
1497,AMIGOS CON DERECHOS,(Sony/ATV Discos Music Publishing LLC -- ASCAP/Juvelo Music S.A. de C.V. -- SACM/Sony DADC Mexico S.A. de C.V. -- SACM/Baluarte Music Publishing Inc. -- ASCAP/Sony/ATV Bailar -- BMI/Royalty Sound -- LLC -- ASCAP/Sony/ATV Accorde -- ASCAP/Rude Boyz Music -- ASCAP),HL,2019-02-09,02,09,2019,LT  21
1498,ANTI-EVERYTHING,(Norris Stanholtz Publish-ing Designee -- BMI/Robert Abisi Publishing Designee -- BMI/Delacey Music -- BMI/Songs Of Universal  Inc. -- BMI/Cook Classic -- BMI/Sony/ATV Songs LLC -- BMI/What Key Do You Want It In Music -- BMI/Songs With A Pure Tone -- BMI/Warner-Tamerlane Publishing Corp. -- BMI),AMP/HL,2019-02-09,02,09,2019,DES  48
1499,ARMED AND DANGEROUS,(BMG Platinum Songs -- BMI/Copyright Control),,2019-02-09,02,09,2019,H100  60 ; RBH  26 ; RS  22
1500,ARMS AROUND YOU,(Essketit Publishing -- BMI/Tha Lights Global Publishing -- LLC -- BMI/Royalty Sound -- LLC -- ASCAP/Sony/ATV Discos Music Publishing LLC -- ASCAP/Sony/ATV Bailar -- BMI/11Once Music -- BMI/Bad Vibes Forever Publishing -- ASCAP/Copaface -- ASCAP/EarDrum-mers Entertainment LLC -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Mally Mall Music -- ASCAP/Battery Park Music -- ASCAP),AMP/HL,2019-02-09,02,09,2019,H100  72 ; RBH  34 ; RBS   7
1501,BABY,(EMI Music Publishing Ltd. -- PRS/Warner/Chappell Music Publishing Ltd. -- PRS/BMG Platinum Songs -- BMI/Bad Robot -- BMI/DaFons Songs -- BMI/Sony/ATV Latin Music Publishing -- LLC -- BMI/Copyright Control/BMG Rights Man-agement (UK) Ltd. -- PRS),AMP/HL,2019-02-09,02,09,2019,DES  27
1502,BABY SHARK,(SmartStudy Music -- BMI),,2019-02-09,02,09,2019,H100  36
1503,BACK DOWN,(Domino Publishing Co. -- Ltd -- SOCAN),,2019-02-09,02,09,2019,DES  32
1504,BACKIN’ IT UP,(St. Lukes Publishing -- BMI/Section 8 LLC -- BMI/Sony/ATV Songs LLC -- BMI/Washpoppin  Inc. -- ASCAP/JLOUISMUSIC -- ASCAP/Joshua Scruggs Publishing Designee -- BMI/ESCC 2 Pub -- BMI/Shorty Bell Publishing -- ASCAP/Rashawnna Guy Music -- ASCAP/Univer-sal Music - Z Tunes LLC. -- ASCAP/T. Shaw -- BMI),HL,2019-02-09,02,09,2019,H100  47 ; RBH  21 ; RS  18
1505,BACK TO LIFE,(W.B.M. Music Corp. -- SESAC/Bennett’s Dad’s Songs -- SESAC/Songs Of Rhythm House Black -- SESAC/Niko Moon Publishing -- SESAC/Roc Nation US Music -- SESAC/Shay Mooney Music -- BMI/Warner-Tamerlane Publish-ing Corp. -- BMI/Farm Thang Music -- BMI/Me Gusta Music -- BMI),AMP,2019-02-09,02,09,2019,CS  44
1506,BAD!,(Bad Vibes Forever Publishing -- ASCAP/Cunningham And Cheese -- ASCAP/Soukiasyan Publishing -- BMI),,2019-02-09,02,09,2019,H100  97 ; RBH  44
1507,BAD LIAR,(Imagine Dragons Publishing -- BMI/Songs Of Universal  Inc. -- BMI/KIDinaKORNER2 Publishing -- BMI/Red Inside Publishing -- BMI/Jorgen Odegard Publishing Designee -- BMI/Warner-Tamerlane Publishing Corp. -- BMI),AMP/HL,2019-02-09,02,09,2019,RO   4
1508,BAILA BAILA BAILA,(Ozuna Worldwide -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Music Good Vibes Publishing -- BMI/Editora de Musica Mambo Kingz INC -- ASCAP/Songs Of LVS Music Publishing -- BMI/Hear Rimas Publish-ing -- ASCAP),,2019-02-09,02,09,2019,LT  24
1509,BAREFOOT IN THE PARK,(Sony/ATV Music Publishing UK Ltd -- PRS/Peer Music Espanola -- SA/Warner/Chappell Music Mexico -- S.A. de C.V.),AMP/HL,2019-02-09,02,09,2019,DES  39
1510,BEACH HOUSE,(Nice Hair Publishing -- ASCAP/Sony/ATV Allegro -- ASCAP/Sony/ATV Ballad -- BMI),HL,2019-02-09,02,09,2019,DES  29
1511,BE ALRIGHT,(Specific Music -- APRA/Kobalt Music Services Australia Pty Ltd -- APRA/Sony/ATV Allegro (Australia) Pty LTD -- APRA),HL,2019-02-09,02,09,2019,H100  44
1512,BEAUTIFUL,(Zipendat Music -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Artist 101 Publishing Group -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/MCWII Publishing -- ASCAP/The Otis Publishing -- SESAC),AMP,2019-02-09,02,09,2019,H100  33
1513,BEAUTIFUL CRAZY,(Big Machine Music -- BMI/Egg Music -- BMI/Straight Dimes Publishing -- BMI/Works Of RHA Music -- BMI/Warner-Tamer-lane Publishing Corp. -- BMI/Rowdy Rob Music -- BMI),AMP,2019-02-09,02,09,2019,CS   4 ; H100  38
1514,BEBE,(Tekashi69 Publishing  Inc. -- BMI/Create Music Group Publishing -- BMI/Gazmey Music Publishing -- ASCAP/ListenUp Forever Publishing -- BMI/Sony/ATV Ballad -- BMI),HL,2019-02-09,02,09,2019,LT  22
1515,BEST NEWS EVER,(Tunes Of MercyMe -- SESAC/So Essential Tunes -- SESAC/No Sappy Music -- SESAC/Soul Glow Activator Music -- BMI/Fun Attic Music -- BMI/D Soul Music -- ASCAP/Universal Music - Brentwood Benson Publish-ing -- ASCAP/Capitol CMG Genesis -- ASCAP/9T One Songs -- ASCAP/Ariose Music -- ASCAP),HL,2019-02-09,02,09,2019,CST  10
1516,BEST SHOT,(Red Lining Music -- SESAC/Sony/ATV Lakeview -- SESAC/Amplified Hour Songs -- SESAC/Castle Bound Music  Inc. -- SESAC/Rio Bravo Music  Inc. -- BMI/Blonde Leading Blind -- BMI),HL,2019-02-09,02,09,2019,CS  10 ; H100  55
1517,BETTER,(Thegreatkhalid -- ASCAP/Right Hand Music Group -- ASCAP/All The Noise -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/EMI April Music  Inc. -- ASCAP/EMI Music Publishing Ltd. -- PRS/Jamil Chammas Publishing -- ASCAP/Cuts Of Reach Music -- ASCAP/BMG Gold Songs -- ASCAP/Ryan Vojtesak Publishing Designee -- BMI/Songs Of Universal  Inc. -- BMI/Orange Factory Tunes -- ASCAP),HL,2019-02-09,02,09,2019,H100  23 ; RBH  12 ; RBS   1
1518,BETTER NOW,(Posty Publishing -- BMI/Songs Of Universal  Inc. -- BMI/WMMW -- ASCAP/Sony/ATV Tunes LLC -- ASCAP),HL,2019-02-09,02,09,2019,H100  19
1519,BILLIE JEAN,(Sony/ATV Tunes LLC -- ASCAP),HL,2019-02-09,02,09,2019,RO  37
1520,BLEED IT,(Money Mack Music -- ASCAP/FAE Fifth Amendment Entertainment -- ASCAP),,2019-02-09,02,09,2019,RBH  48
1521,BLUE TACOMA,(Kailey’s Dream -- BMI/Music That Is Russelled -- BMI/BMG Platinum Songs -- BMI/Provident Music Group -- ASCAP/Hillbilly Science And Research Publishing -- SESAC/Trail-erlily Music -- SESAC/Stephen Harris -- BMI/Tyler Barksdale -- BMI),,2019-02-09,02,09,2019,H100  99
1522,BODY,(Made In LA Music -- SOCAN/House Of Global Entertainment -- SOCAN/Spirit Two Music Revenue Publishing -- SOCAN),,2019-02-09,02,09,2019,DES   7 ; H100  87
1523,BOOM,(S. Nelson Harris Publishing -- SARL/Kobalt Music Copyrights -- SARL/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Stoned And Funky Publishing -- BMI/Crean Publishing -- BMI/Frederic And Reid Music -- BMI/Lord Boyce -- BMI/Songs From The Boardwalk Music Publishing -- LLC -- BMI/Sony/ATV Songs LLC -- BMI/Artist Publish-ing Group West -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),HL,2019-02-09,02,09,2019,RO  24
1524,BORN AGAIN,(Fair Trade Global Songs -- BMI/Be Essential Songs -- BMI/AustinFrenchMusic -- BMI/Foundational Songs -- BMI/Meaux Jeaux Music -- SESAC/Da Bears Da Bears Da Bears Music -- SESAC/Capitol CMG Amplifier -- SESAC),HL,2019-02-09,02,09,2019,CST  26
1525,BREATHE,(Not Listed),,2019-02-09,02,09,2019,DES  37
1526,BREATHIN,(Wolf Cousins -- STIM/Warner/Chappell Music Scandinavia AB -- STIM/MXM -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Universal Music Corp. -- ASCAP/Gran-dAriMusic -- ASCAP/WB Music Corp. -- ASCAP),AMP/HL,2019-02-09,02,09,2019,H100  25
1527,BRING IT ON OVER,(Round Hill Compositions -- BMI/Natalia’s Music Money -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Ritten by Rhettro -- BMI/WB Music Corp. -- ASCAP/Thank-ful For This Music -- ASCAP/Pinetucky Road Publishing -- ASCAP/Telemitry Rhythm House Music -- BMI/Songs Of Roc Nation Music -- BMI),AMP,2019-02-09,02,09,2019,CS  46
1528,BROKEN,(Green And Bloom Talent -- BMI/BMG Platinum Songs -- BMI/Mitchy Collins Music -- BMI/Hard To Love Music -- ASCAP/WB Music Corp. -- ASCAP),AMP,2019-02-09,02,09,2019,RO   3
1529,BUBALU,(Smiling Prince Music Inc. -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Rebbeca Marie Publishing -- ASCAP/Prescription Songs -- LLC. -- ASCAP/Kobalt Songs Music Pub-lishing LLC -- ASCAP/Copyright Control/Songs Of LVS Music Publishing -- BMI/Editora De Musica Los Mambo Kingz -- ASCAP/Hector Ramos Publishing Designee -- BMI/Kedin Maysonet Publishing Designee -- BMI/Francis Diaz Publish-ing Designee -- BMI/Henry Pulman Publishing Designee -- BMI/Elvin Pena Publishing Designee -- BMI),,2019-02-09,02,09,2019,LT  23
1530,BUILD MY LIFE,(Capitol CMG Genesis -- ASCAP/Housefires Sounds -- ASCAP/worshiptogether.com songs -- ASCAP/sixsteps Music -- ASCAP/Said And Done Music -- ASCAP/ThankyouMusic Ltd -- PRS/Capitol CMG Paragon -- BMI/Bethel Music Publishing -- ASCAP/Kaple Music -- ASCAP/Sentric Music -- PRS),HL,2019-02-09,02,09,2019,CST  20
1531,BURNING MAN,(Emileon Songs -- BMI/Little Louder Songs -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/New Writers Of Sea Gayle Music -- BMI/Not A Track Guy Music -- BMI),,2019-02-09,02,09,2019,CS   9 ; H100  53
1532,BURN OUT,(WB Music Corp. -- ASCAP/TipTop Music -- ASCAP/Tropical Cowboy Publishing -- ASCAP/Warner-Tamerlane Publishing Corp. -- BMI/Kitt Cass Publishing Corporation -- BMI/Smack Hits -- GMR/Smack Songs LLC -- GMR/Kobalt Music Group Ltd. -- GMR/Songs Of Black River -- ASCAP/One Little Indian Creek Music -- ASCAP),,2019-02-09,02,09,2019,CS  17 ; H100  95
1533,BURN THE SHIPS,(Method To The Madness -- ASCAP/Shankel Songs -- ASCAP/WB Music Corp. -- ASCAP/Kilns Music -- BMI/Shaun Shankel Publishing Designee -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/CentricSongs -- SESAC/These Tunes Go To 11 -- SESAC/Capitol CMG Amplifier -- SESAC/Hiltingbury Songs -- ASCAP/BMG Gold Songs -- ASCAP),AMP/HL,2019-02-09,02,09,2019,CST  48
1534,BURY A FRIEND,(Universal Music Corp. -- ASCAP/Drup -- ASCAP/Last Frontier -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),HL,2019-02-09,02,09,2019,H100  74
1535,BUTTERFLIES,(Queen Naija Bulls Publishing Designee -- ASCAP/Jefferson Jean Publishing Designee -- BMI/Master Suite -- BMI/G Staff Publishing -- ASCAP/Fresh2Def Publishing -- ASCAP),,2019-02-09,02,09,2019,RBS  19
1536,CALLING MY SPIRIT,(Dollaz-N-Dealz Entertain-ment -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Joshua Luellen Publishing -- BMI/Momo Elena Music -- ASCAP),AMP,2019-02-09,02,09,2019,H100  64 ; RBH  29 ; RS  24
1537,CALMA,(Drollabies Publishing -- ASCAP/407 Multimedia Publishing -- ASCAP/WB Music Corp. -- ASCAP/Cutting Cane Publishing -- ASCAP/Sony/ATV Discos Music Publishing LLC -- ASCAP/Holl Up LLC -- ASCAP/Sony/ATV Bailar -- BMI/Songs Of PrimeStar hits Music Publishing -- BMI/Carbon Fiber Music Publishing -- ASCAP),AMP/HL,2019-02-09,02,09,2019,LT   8
1538,CAN’T KNOCK THE HUSTLE,(E.O. Smith Music -- BMI/Wixen Music Publishing -- BMI),,2019-02-09,02,09,2019,RO  49
1539,CARO,(RSM Publishing -- ASCAP/Sony/ATV Latin Music Publishing -- LLC -- BMI/EMI Blackwood Music Inc. -- BMI),HL,2019-02-09,02,09,2019,LT  14
1540,CAUGHT UP IN THE COUNTRY,(WB Music Corp. -- ASCAP/Freshy Music -- ASCAP/We-Volve Music -- ASCAP/Goes Something Like THIS Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Make It Matter Music -- BMI/Sixteen Stars Music -- BMI),AMP,2019-02-09,02,09,2019,CS  32
1541,CELOSO,(Pulse Music -- SESAC/Dez Wright Beats -- SESAC/Luis Melendez Publishing Designee -- BMI/Songtrust Ave -- ASCAP/Warner-Tamerlane Publishing Corp. -- BMI/Songs Of Envivo -- BMI/Rockera Music -- BMI/These Are Pulse Songs -- BMI/BMG Platinum Songs -- BMI/Songs Of Endurance -- BMI),AMP,2019-02-09,02,09,2019,LT  38
1542,CHANGED,(CentricSongs -- SESAC/Capitol CMG Amplifier -- SESAC/Centricity Music Publishing -- ASCAP/Capitol CMG Genesis -- ASCAP/Colby Wedgeworth Music -- ASCAP/Essential Music Publishing -- ASCAP/Fair Trade Music Publishing -- ASCAP),HL,2019-02-09,02,09,2019,CST  23
1543,CHLORINE,(Warner-Tamerlane Publishing Corp. -- BMI/Stryker Joseph Music -- BMI/Marigny Music -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),AMP,2019-02-09,02,09,2019,RO   8
1544,CHURCH (TAKE ME BACK),(Maison de Emack -- ASCAP/Michael Cochren Music Company -- ASCAP/RELWOF -- SESAC/Man Cub Muzak House -- SESAC/So Essential Tunes -- SESAC),,2019-02-09,02,09,2019,CST  41
1545,CLOSE FRIENDS,(Four Entertainment Music -- ASCAP/Wolf Pack Global Music Publishingl -- ASCAP/Quality Control QC Pro -- ASCAP/Univer-sal Music Corp. -- ASCAP/Turbo Publishing LLC -- BMI),HL,2019-02-09,02,09,2019,RBH  47
1546,CLOSER TO YOU,(BIRB Music -- ASCAP/BMG Gold Songs -- ASCAP/1217 Songs -- ASCAP/Still Working For The Woman -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Songs Of Univer-sal  Inc. -- BMI/Low Z Music -- BMI),HL,2019-02-09,02,09,2019,CS  39
1547,CLOSE TO ME,(MXM -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Wolf Cousins -- STIM/Warner/Chappell Music Scandinavia AB -- STIM/Global Talent Music Publishing -- STIM/EarDrummers Entertainment LLC -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/I Like Turtles Music -- ASCAP/KMR Music Royalties II SCSp -- ASCAP),AMP,2019-02-09,02,09,2019,DES   3 ; H100  30
1548,COME ALONG,(Bucks Music Group Ltd -- PRS),,2019-02-09,02,09,2019,RO  19
1549,CON CALMA,(Not Listed),,2019-02-09,02,09,2019,H100  90 ; LT   6
1550,CONFIDENCE,(So Essential Tunes -- SESAC/1978 Music -- SESAC/Caelum Terra Music -- SESAC/Bluehouse Music -- SESAC/Be Essential Songs -- BMI/EGH Music Publishing LLC -- BMI/Word-spring Music -- LLC -- SESAC/Eyes Up Songs -- SESAC),,2019-02-09,02,09,2019,CST  14
1551,COULD’VE BEEN,(Universal Music Corp. -- ASCAP/I Am H.E.R. Publishing -- ASCAP/DII Music LLC Global Publishing -- BMI/Tailored 4U Music -- BMI/BMG Platinum Songs -- BMI/Next Up Music Group -- ASCAP/WB Music Corp. -- ASCAP/Progressive 86 -- SESAC/Some Like It Hot Publishing -- SESAC/Sony/ATV Sonata -- SESAC),AMP/HL,2019-02-09,02,09,2019,RBS  13
